"id";"title";"type";"start";"end";"created"
"0a940b0a-57b7-4712-948a-46c1b9278494";"Neujahrstag";"Feiertag";"2024-01-01";"2024-01-01";"2024-01-01"
"8b118d4b-df07-4b88-810d-7b55e3e71e67";"Berchtoldstag";"Feiertag";"2024-01-02";"2024-01-02";"2024-01-01"
"1fc2fa27-d0d9-46ff-856d-7a94c070d3b6";"Karfreitag";"Feiertag";"2024-03-29";"2024-03-29";"2024-01-01"
"9963ebc0-66a7-4403-9522-4d14c43cb1fc";"Ostern";"Feiertag";"2024-03-31";"2024-03-31";"2024-01-01"
"1bb5db95-89cc-4747-ae22-6265c76d3b04";"Ostermontag";"Feiertag";"2024-04-01";"2024-04-01";"2024-01-01"
"dc85fb33-4e63-4de6-b9c0-43d2776c7a35";"Tag der Arbeit (ZH, GR)";"Feiertag";"2024-05-01";"2024-05-01";"2024-01-01"
"966b18d6-b420-4287-9a26-35e1a0406ca3";"Auffahrt";"Feiertag";"2024-05-09";"2024-05-09";"2024-01-01"
"4e1cc5d9-88e3-4098-9ddf-c612bb0f3913";"Pfingsten";"Feiertag";"2024-05-19";"2024-05-19";"2024-01-01"
"f820bbcb-fa70-4826-963f-ff4946ba4220";"Pfingstmontag";"Feiertag";"2024-05-20";"2024-05-20";"2024-01-01"
"33c7b157-ea9f-4e91-ba06-c9922ef96f46";"Bundesfeier";"Feiertag";"2024-08-01";"2024-08-01";"2024-01-01"
"d38a6eb0-0cc3-4bcc-9bc8-74713b982c55";"Allerheiligen (SG, BE)";"Feiertag";"2024-11-01";"2024-11-01";"2024-01-01"
"d27492fe-ac02-4ba4-b5a0-409d12e3d06f";"Weihnachtstag";"Feiertag";"2024-12-25";"2024-12-25";"2024-01-01"
"fbd344a3-d090-4d72-acbf-990078680047";"Stephanstag";"Feiertag";"2024-12-26";"2024-12-26";"2024-01-01"
